Number	Accession	A's	T's	G's	C's	N's	Length	GC%
75042	CY039413	812	500	517	445	32	2306	41.72
75043	CY039414	791	524	566	414	32	2327	42.11
75044	CY040098	582	414	375	342	24	1737	41.28
75045	CY040099	279	239	261	206	14	999	46.75
75046	CY040099	279	239	261	206	14	999	46.75
75047	CY040100	443	372	338	275	20	1448	42.33
75048	CY040101	493	323	398	286	21	1521	44.97
75049	CY040102	282	204	193	159	11	849	41.46
75050	CY040102	282	204	193	159	11	849	41.46
75051	CY040103	727	519	516	410	31	2203	42.03
75052	CY040104	814	507	521	444	32	2318	41.63
75053	CY040104	814	507	521	444	32	2318	41.63
75054	CY040105	792	519	558	411	32	2312	41.91
75055	HM366455	547	381	370	300	22	1620	41.36
75056	HM366456	452	372	329	245	19	1417	40.51
75057	CY040106	582	421	388	313	24	1728	40.57
75058	CY040107	292	236	250	207	14	999	45.75
75059	CY040107	292	236	250	207	14	999	45.75
75060	CY040108	461	372	328	255	20	1436	40.60
75061	CY040109	483	320	395	299	21	1518	45.72
75062	CY040110	266	214	209	158	12	859	42.72
75063	CY040110	266	214	209	158	12	859	42.72
75064	CY040111	727	525	515	391	30	2188	41.41
75065	CY040112	801	542	507	433	32	2315	40.60
75066	CY040112	801	542	507	433	32	2315	40.60
75067	CY040113	796	535	558	406	32	2327	41.43
75068	CY040114	585	419	386	312	26	1728	40.39
75069	CY040115	292	237	250	206	14	999	45.65
75070	CY040115	292	237	250	206	14	999	45.65
75071	CY040116	464	373	330	255	20	1442	40.57
75072	CY040117	485	320	395	300	21	1521	45.69
75073	CY040118	266	213	209	159	12	859	42.84
75074	CY040118	266	213	209	159	12	859	42.84
75075	CY040119	726	526	518	394	30	2194	41.57
75076	CY040120	801	543	507	432	32	2315	40.56
75077	CY040120	801	543	507	432	32	2315	40.56
75078	CY040121	801	536	557	406	32	2332	41.30
75079	CY040050	588	418	380	344	24	1754	41.28
75080	CY040051	279	237	262	208	14	1000	47.00
75081	CY040051	279	237	262	208	14	1000	47.00
75082	CY040052	448	371	339	274	20	1452	42.22
75083	CY040053	501	334	407	288	21	1551	44.81
75084	CY040054	293	206	191	160	12	862	40.72
75085	CY040054	293	206	191	160	12	862	40.72
75086	CY040055	740	526	517	413	31	2227	41.76
75087	CY040056	817	513	528	447	32	2337	41.72
75088	CY040056	817	513	528	447	32	2337	41.72
75089	CY040057	795	522	564	420	32	2333	42.18
75090	AY604829	270	188	161	172	11	802	41.52
75091	AY604830	270	187	161	173	11	802	41.65
75092	CY040058	601	421	386	317	24	1749	40.19
75093	CY040059	298	242	255	205	14	1014	45.36
75094	CY040059	298	242	255	205	14	1014	45.36
75095	CY040060	466	372	332	257	20	1447	40.70
75096	CY040061	491	324	400	303	21	1539	45.68
75097	CY040062	268	213	208	161	12	862	42.81
75098	CY040062	268	213	208	161	12	862	42.81
75099	CY040063	737	538	521	398	32	2226	41.28
75100	CY040064	810	551	511	441	33	2346	40.58
75101	CY040064	810	551	511	441	33	2346	40.58
75102	CY040065	805	541	557	408	33	2344	41.17
75103	EU068158	166	116	114	111	7	514	43.77
75104	EU068150	254	178	154	164	10	760	41.84
75105	CY040122	576	410	375	340	24	1725	41.45
75106	CY040123	277	238	260	207	14	996	46.89
75107	CY040123	277	238	260	207	14	996	46.89
75108	CY040124	436	363	332	272	21	1424	42.42
75109	CY040125	492	323	396	286	21	1518	44.93
75110	CY040126	283	205	194	159	12	853	41.38
75111	CY040126	283	205	194	159	12	853	41.38
75112	CY040127	724	509	509	408	31	2181	42.04
75113	CY040128	810	501	520	443	32	2306	41.76
75114	CY040128	810	501	520	443	32	2306	41.76
75115	CY040129	791	519	559	411	32	2312	41.96
75116	FJ805486	678	464	495	357	28	2022	42.14
75117	FJ805521	343	221	202	221	14	1001	42.26
75118	FJ805556	264	227	249	199	13	952	47.06
75119	FJ805556	264	227	249	199	13	952	47.06
75120	FJ805592	413	344	320	255	19	1351	42.56
75121	FJ805626	483	320	394	285	21	1503	45.18
75122	FJ805662	265	183	177	148	11	784	41.45
75123	FJ805662	265	183	177	148	11	784	41.45
75124	FJ805696	710	493	493	395	29	2120	41.89
75125	FJ805731	796	487	514	435	31	2263	41.94
75126	FJ805731	796	487	514	435	31	2263	41.94
75127	EU068135	254	178	151	167	10	760	41.84
75128	FJ805487	678	464	495	357	28	2022	42.14
75129	FJ805522	343	222	202	220	14	1001	42.16
75130	FJ805557	264	227	249	199	13	952	47.06
75131	FJ805557	264	227	249	199	13	952	47.06
75132	FJ805593	413	344	320	255	19	1351	42.56
75133	FJ805627	485	319	393	285	21	1503	45.11
75134	FJ805661	266	183	176	148	11	784	41.33
75135	FJ805661	266	183	176	148	11	784	41.33
75136	FJ805697	710	493	493	395	29	2120	41.89
75137	FJ805732	795	489	513	435	31	2263	41.89
75138	FJ805732	795	489	513	435	31	2263	41.89
75139	EU068144	253	175	152	170	10	760	42.37
75140	EU068124	253	181	151	165	10	760	41.58
75141	EU068123	253	179	151	167	10	760	41.84
75142	EU124139	347	233	210	223	14	1027	42.16
75143	EU502062	343	225	201	218	14	1001	41.86
75144	EU068129	253	179	151	167	10	760	41.84
75145	FJ805488	676	466	495	357	28	2022	42.14
75146	FJ805523	337	224	208	218	14	1001	42.56
75147	FJ805558	265	226	249	199	13	952	47.06
75148	FJ805558	265	226	249	199	13	952	47.06
75149	FJ805594	413	342	322	255	19	1351	42.71
75150	FJ805628	480	326	398	278	21	1503	44.98
75151	FJ805663	263	183	178	149	11	784	41.71
75152	FJ805663	263	183	178	149	11	784	41.71
75153	FJ805698	704	493	497	397	29	2120	42.17
75154	FJ805733	802	488	508	434	31	2263	41.63
75155	FJ805733	802	488	508	434	31	2263	41.63
75156	FJ805489	678	468	493	355	28	2022	41.94
75157	FJ805524	343	224	202	218	14	1001	41.96
75158	FJ805559	268	225	246	200	13	952	46.85
75159	FJ805559	268	225	246	200	13	952	46.85
75160	FJ805591	415	346	318	253	19	1351	42.26
75161	FJ805629	484	319	395	284	21	1503	45.18
75162	FJ805664	263	183	178	149	11	784	41.71
75163	FJ805664	263	183	178	149	11	784	41.71
75164	FJ805699	717	497	483	394	29	2120	41.37
75165	FJ805734	800	489	508	435	31	2263	41.67
75166	FJ805734	800	489	508	435	31	2263	41.67
75167	EU068115	252	178	156	164	10	760	42.11
75168	EU124073	346	239	214	225	14	1038	42.29
75169	CY031845	354	236	212	224	14	1040	41.92
75170	CY031846	294	252	269	212	14	1041	46.21
75171	CY031846	294	252	269	212	14	1041	46.21
75172	CY040082	577	407	379	341	24	1728	41.67
75173	CY040083	276	238	261	207	14	996	46.99
75174	CY040083	276	238	261	207	14	996	46.99
75175	CY040084	438	366	334	272	20	1430	42.38
75176	CY040085	489	324	406	284	21	1524	45.28
75177	CY040086	288	206	193	160	12	859	41.09
75178	CY040086	288	206	193	160	12	859	41.09
75179	CY040087	731	523	512	406	31	2203	41.67
75180	CY040088	813	512	523	441	32	2321	41.53
75181	CY040088	813	512	523	441	32	2321	41.53
75182	CY040089	791	526	564	414	32	2327	42.03
75183	DQ249252	475	382	340	265	20	1482	40.82
75184	EU068140	252	177	153	168	10	760	42.24
75185	DQ179461	327	222	202	209	13	973	42.24
75186	DQ179466	325	223	203	209	13	973	42.34
75187	GQ410151	358	246	228	225	15	1072	42.26
75188	GQ410152	358	242	228	229	15	1072	42.63
75189	GQ410153	359	243	228	227	15	1072	42.44
75190	GQ410154	358	244	228	227	15	1072	42.44
75191	GQ410155	357	244	229	227	15	1072	42.54
75192	GQ410156	358	243	228	228	15	1072	42.54
75193	GQ410157	359	246	229	223	15	1072	42.16
75194	GQ410158	359	246	229	223	15	1072	42.16
75195	GQ410159	359	244	228	226	15	1072	42.35
75196	GQ410131	412	353	325	260	19	1369	42.73
75197	GQ410160	358	243	228	228	15	1072	42.54
75198	GQ410194	281	235	258	204	13	991	46.62
75199	GQ410194	281	235	258	204	13	991	46.62
75200	GQ410161	358	244	228	227	15	1072	42.44
75201	GQ410162	358	244	228	227	15	1072	42.44
75202	GQ410163	359	242	228	228	15	1072	42.54
75203	GQ410164	359	242	227	229	15	1072	42.54
75204	GQ410165	358	245	228	226	15	1072	42.35
75205	GQ410166	358	247	230	222	15	1072	42.16
75206	GQ410167	359	243	227	228	15	1072	42.44
75207	GQ410126	412	352	326	260	19	1369	42.80
75208	GQ410168	356	244	230	227	15	1072	42.63
75209	GQ410195	281	237	258	202	13	991	46.42
75210	GQ410195	281	237	258	202	13	991	46.42
75211	GQ410127	412	352	326	260	19	1369	42.80
75212	GQ410169	356	244	230	227	15	1072	42.63
75213	GQ410196	281	237	258	202	13	991	46.42
75214	GQ410196	281	237	258	202	13	991	46.42
75215	GQ410128	412	351	326	261	19	1369	42.88
75216	GQ410170	356	244	230	227	15	1072	42.63
75217	GQ410197	281	237	258	202	13	991	46.42
75218	GQ410197	281	237	258	202	13	991	46.42
75219	GQ410171	359	244	227	227	15	1072	42.35
75220	GQ410172	357	243	229	228	15	1072	42.63
75221	GQ410173	357	243	229	228	15	1072	42.63
75222	GQ410174	356	246	229	226	15	1072	42.44
75223	GQ410175	357	246	228	226	15	1072	42.35
75224	GQ410176	355	245	230	227	15	1072	42.63
75225	GQ410177	358	244	228	227	15	1072	42.44
75226	GQ410178	358	244	228	227	15	1072	42.44
75227	GQ410129	413	353	325	259	19	1369	42.66
75228	GQ410179	358	244	228	227	15	1072	42.44
75229	GQ410198	281	236	258	203	13	991	46.52
75230	GQ410198	281	236	258	203	13	991	46.52
75231	GQ410180	358	244	228	227	15	1072	42.44
75232	GQ410181	358	244	228	227	15	1072	42.44
75233	GQ410182	358	244	228	227	15	1072	42.44
75234	GQ410183	358	244	228	227	15	1072	42.44
75235	GQ410132	412	352	327	259	19	1369	42.80
75236	GQ410184	358	245	229	225	15	1072	42.35
75237	GQ410199	281	235	258	204	13	991	46.62
75238	GQ410199	281	235	258	204	13	991	46.62
75239	GQ410130	412	352	326	260	19	1369	42.80
75240	GQ410185	358	245	229	225	15	1072	42.35
75241	GQ410200	281	237	258	202	13	991	46.42
75242	GQ410200	281	237	258	202	13	991	46.42
75243	GQ410186	357	244	228	228	15	1072	42.54
75244	GQ410187	358	244	228	227	15	1072	42.44
75245	GQ410188	357	248	227	225	15	1072	42.16
75246	GQ410189	357	244	229	227	15	1072	42.54
75247	GQ410190	357	244	229	227	15	1072	42.54
75248	GQ410191	357	244	229	227	15	1072	42.54
75249	GQ410192	358	244	228	227	15	1072	42.44
75250	GQ410193	357	243	229	228	15	1072	42.63
75251	CY044193	770	491	587	432	32	2312	44.07
75252	CY044194	812	507	516	439	32	2306	41.41
75253	CY044195	706	497	529	419	30	2181	43.47
75254	CY044196	599	408	380	314	24	1725	40.23
75255	CY044197	496	312	395	294	21	1518	45.39
75256	CY044198	450	367	330	263	20	1430	41.47
75257	CY044199	286	235	253	208	14	996	46.29
75258	CY044199	286	235	253	208	14	996	46.29
75259	CY044200	265	207	203	169	12	856	43.46
75260	CY044200	265	207	203	169	12	856	43.46
75261	CY050080	770	491	587	432	32	2312	44.07
75262	CY050081	811	507	517	439	32	2306	41.46
75263	CY050082	705	495	529	422	30	2181	43.60
75264	CY050083	600	407	379	315	24	1725	40.23
75265	CY050084	496	312	395	294	21	1518	45.39
75266	CY050085	450	367	330	263	20	1430	41.47
75267	CY050086	285	235	254	208	14	996	46.39
75268	CY050086	285	235	254	208	14	996	46.39
75269	CY050087	266	208	203	169	12	858	43.36
75270	CY050087	266	208	203	169	12	858	43.36
75271	CY044201	770	490	587	433	32	2312	44.12
75272	CY044202	812	507	516	439	32	2306	41.41
75273	CY044203	705	496	528	422	30	2181	43.56
75274	CY044204	600	408	379	314	24	1725	40.17
75275	CY044205	496	312	395	294	21	1518	45.39
75276	CY044206	450	367	330	263	20	1430	41.47
75277	CY044207	286	235	253	208	14	996	46.29
75278	CY044207	286	235	253	208	14	996	46.29
75279	CY044208	264	207	204	169	12	856	43.57
75280	CY044208	264	207	204	169	12	856	43.57
75281	CY044209	771	491	585	433	32	2312	44.03
75282	CY044210	812	507	516	439	32	2306	41.41
75283	CY044211	705	495	529	422	30	2181	43.60
75284	CY044212	600	412	378	314	24	1728	40.05
75285	CY044213	496	311	395	295	21	1518	45.45
75286	CY044214	450	367	330	263	20	1430	41.47
75287	CY044215	286	235	253	208	14	996	46.29
75288	CY044215	286	235	253	208	14	996	46.29
75289	CY044216	265	208	204	170	12	859	43.54
75290	CY044216	265	208	204	170	12	859	43.54
75291	CY044217	769	492	588	431	32	2312	44.07
75292	CY044218	813	508	515	438	32	2306	41.33
75293	CY044219	705	495	529	422	30	2181	43.60
75294	CY044220	599	411	380	314	24	1728	40.16
75295	CY044221	496	312	395	294	21	1518	45.39
75296	CY044222	449	367	331	263	20	1430	41.54
75297	CY044223	284	235	255	208	14	996	46.49
75298	CY044223	284	235	255	208	14	996	46.49
75299	CY044224	267	208	202	169	12	858	43.24
75300	CY044224	267	208	202	169	12	858	43.24
75301	CY044225	770	490	586	434	32	2312	44.12
75302	CY044226	812	507	516	439	32	2306	41.41
75303	CY044227	705	495	529	422	30	2181	43.60
75304	CY044228	601	408	378	314	24	1725	40.12
75305	CY044229	496	312	395	294	21	1518	45.39
75306	CY044230	450	366	330	264	20	1430	41.54
75307	CY044231	286	235	253	208	14	996	46.29
75308	CY044231	286	235	253	208	14	996	46.29
75309	CY044232	265	207	203	169	12	856	43.46
75310	CY044232	265	207	203	169	12	856	43.46
75311	EU514674	342	224	205	216	14	1001	42.06
75312	EU514676	340	223	208	216	14	1001	42.36
75313	EU502348	342	221	206	218	14	1001	42.36
75314	EU502349	341	223	207	216	14	1001	42.26
75315	EU502350	342	224	204	217	14	1001	42.06
75316	EU502351	341	224	204	218	14	1001	42.16
75317	FJ203727	165	130	127	113	7	542	44.28
75318	FJ203695	190	122	123	128	8	571	43.96
75319	FJ203720	165	126	128	116	7	542	45.02
75320	FJ203685	189	118	125	131	8	571	44.83
75321	FJ203683	189	118	125	131	8	571	44.83
75322	FJ203696	190	121	124	128	8	571	44.13
75323	FJ203725	167	132	125	111	7	542	43.54
75324	FJ203682	183	127	124	126	7	567	44.09
75325	FJ203692	192	123	122	126	8	571	43.43
75326	FJ203691	192	123	122	126	8	571	43.43
75327	FJ203719	166	127	126	116	7	542	44.65
75328	FJ203726	166	132	126	111	7	542	43.73
75329	FJ203715	180	127	112	116	7	542	42.07
75330	FJ203701	201	117	121	124	8	571	42.91
75331	FJ203684	188	118	126	131	8	571	45.01
75332	FJ203677	180	127	127	126	7	567	44.62
75333	FJ203710	183	128	110	114	7	542	41.33
75334	FJ203700	199	118	122	124	8	571	43.08
75335	FJ203706	183	128	109	115	7	542	41.33
75336	FJ203676	185	127	122	126	7	567	43.74
75337	FJ203675	185	127	122	126	7	567	43.74
75338	FJ203674	185	127	122	126	7	567	43.74
75339	FJ203678	185	127	122	126	7	567	43.74
75340	FJ203673	185	127	122	126	7	567	43.74
75341	FJ203679	187	125	123	125	7	567	43.74
75342	FJ203703	185	130	105	115	7	542	40.59
75343	FJ203672	180	128	127	125	7	567	44.44
75344	FJ203693	192	121	122	128	8	571	43.78
75345	FJ203718	180	129	115	111	7	542	41.70
75346	FJ203704	186	129	105	115	7	542	40.59
75347	FJ203670	183	126	124	127	7	567	44.27
75348	FJ203669	183	126	124	127	7	567	44.27
75349	FJ203690	189	118	125	131	8	571	44.83
75350	FJ203705	185	129	106	115	7	542	40.77
75351	FJ203668	186	127	121	126	7	567	43.56
75352	FJ203671	185	127	122	126	7	567	43.74
75353	FJ203694	190	122	124	127	8	571	43.96
75354	FJ203716	180	127	112	116	7	542	42.07
75355	FJ203688	190	117	125	131	8	571	44.83
75356	FJ203689	189	118	125	131	8	571	44.83
75357	FJ203709	185	128	106	116	7	542	40.96
75358	FJ203708	185	129	106	115	7	542	40.77
75359	FJ203729	167	128	126	114	7	542	44.28
75360	FJ203730	168	131	124	112	7	542	43.54
75361	FJ203714	180	127	112	116	7	542	42.07
75362	FJ203687	190	117	125	131	8	571	44.83
75363	FJ203707	185	129	106	115	7	542	40.77
75364	FJ203728	165	128	129	113	7	542	44.65
75365	FJ203698	192	122	122	127	8	571	43.61
75366	FJ203711	183	128	109	115	7	542	41.33
75367	FJ203702	194	119	125	125	8	571	43.78
75368	FJ203723	163	127	127	118	7	542	45.20
75369	FJ203686	188	118	126	131	8	571	45.01
75370	FJ203699	194	122	121	126	8	571	43.26
75371	FJ203721	165	127	126	117	7	542	44.83
75372	FJ203681	182	124	126	128	7	567	44.80
75373	FJ203717	185	126	107	117	7	542	41.33
75374	FJ203680	184	125	123	128	7	567	44.27
75375	FJ203712	186	127	107	115	7	542	40.96
75376	FJ203713	186	127	107	115	7	542	40.96
75377	FJ203724	164	128	127	116	7	542	44.83
75378	FJ203697	191	122	124	126	8	571	43.78
75379	FJ203722	163	126	130	116	7	542	45.39
75380	CY062995	607	412	384	318	24	1745	40.23
75381	CY062996	289	235	250	208	14	996	45.98
75382	CY062996	289	235	250	208	14	996	45.98
75383	CY062997	450	371	331	266	20	1438	41.52
75384	CY062998	502	316	401	297	21	1537	45.41
75385	CY062999	265	208	203	168	12	856	43.34
75386	CY062999	265	208	203	168	12	856	43.34
75387	CY063000	709	502	533	425	30	2199	43.57
75388	CY063001	821	515	519	444	32	2331	41.31
75389	CY063002	772	498	589	433	32	2324	43.98
75390	CY063003	609	413	382	317	24	1745	40.06
75391	CY063004	287	235	252	208	14	996	46.18
75392	CY063004	287	235	252	208	14	996	46.18
75393	CY063005	451	373	331	263	20	1438	41.31
75394	CY063006	502	316	400	298	21	1537	45.41
75395	CY063007	266	208	202	168	12	856	43.22
75396	CY063007	266	208	202	168	12	856	43.22
75397	CY063008	708	504	534	423	30	2199	43.52
75398	CY063009	820	521	519	439	32	2331	41.10
75399	CY063010	770	497	592	433	32	2324	44.10
75400	CY063011	610	413	381	317	24	1745	40.00
75401	CY063012	288	235	251	208	14	996	46.08
75402	CY063012	288	235	251	208	14	996	46.08
75403	CY063013	452	373	331	263	20	1439	41.28
75404	CY063014	502	316	400	298	21	1537	45.41
75405	CY063015	266	208	202	168	12	856	43.22
75406	CY063015	266	208	202	168	12	856	43.22
75407	CY063016	710	504	532	423	30	2199	43.43
75408	CY063017	820	519	519	441	32	2331	41.18
75409	CY063018	771	497	591	433	32	2324	44.06
75410	CY071063	619	414	383	318	24	1758	39.87
75411	CY071064	289	237	254	207	14	1001	46.05
75412	CY071064	289	237	254	207	14	1001	46.05
75413	CY071065	455	373	330	262	20	1440	41.11
75414	CY071066	505	320	402	298	21	1546	45.28
75415	CY071067	271	209	201	169	12	862	42.92
75416	CY071067	271	209	201	169	12	862	42.92
75417	CY071068	710	505	533	427	31	2206	43.52
75418	CY071069	817	521	524	441	32	2335	41.33
75419	CY071070	774	496	589	434	32	2325	44.00
75420	CY071071	616	414	385	319	24	1758	40.05
75421	CY071072	291	236	252	208	14	1001	45.95
75422	CY071072	291	236	252	208	14	1001	45.95
75423	CY071073	451	371	332	266	20	1440	41.53
75424	CY071074	503	317	402	301	21	1544	45.53
75425	CY071075	269	210	202	169	12	862	43.04
75426	CY071075	269	210	202	169	12	862	43.04
75427	CY071076	714	503	531	427	31	2206	43.43
75428	CY071077	820	517	521	445	32	2335	41.37
75429	CY071078	770	500	591	432	32	2325	44.00
75430	CY072526	619	413	383	319	24	1758	39.93
75431	CY072527	291	236	252	208	14	1001	45.95
75432	CY072527	291	236	252	208	14	1001	45.95
75433	CY072528	454	373	331	263	20	1441	41.22
75434	CY072529	504	318	400	301	21	1544	45.40
75435	CY072530	270	209	202	169	12	862	43.04
75436	CY072530	270	209	202	169	12	862	43.04
75437	CY072531	713	505	532	425	31	2206	43.38
75438	CY072532	821	521	520	441	32	2335	41.16
75439	CY072533	771	498	591	433	32	2325	44.04
75440	CY073733	614	417	385	318	24	1758	39.99
75441	CY073734	289	237	255	206	14	1001	46.05
75442	CY073734	289	237	255	206	14	1001	46.05
75443	CY073735	451	370	332	267	20	1440	41.60
75444	CY073736	499	318	406	300	21	1544	45.73
75445	CY073737	272	208	200	170	12	862	42.92
75446	CY073737	272	208	200	170	12	862	42.92
75447	CY073738	712	505	533	425	31	2206	43.43
75448	CY073739	821	515	520	446	33	2335	41.37
75449	CY073740	774	500	595	438	32	2339	44.16
75450	HM189343	451	366	330	263	20	1430	41.47
75451	HM189371	599	410	380	312	24	1725	40.12
75452	HM189347	450	366	330	264	20	1430	41.54
75453	HM189409	599	407	379	314	26	1725	40.17
75454	HM189383	602	406	378	315	24	1725	40.17
75455	AY962016	184	125	109	110	7	535	40.93
75456	AY973338	229	189	196	140	10	764	43.98
75457	AY986998	290	189	240	163	12	894	45.08
75458	GU560024	605	413	379	313	24	1734	39.91
75459	CY032277	590	401	410	310	24	1735	41.50
75460	CY032278	275	236	265	210	14	1000	47.50
75461	CY032278	275	236	265	210	14	1000	47.50
75462	CY032279	434	374	347	268	20	1443	42.62
75463	CY032280	495	322	401	306	21	1545	45.76
75464	CY032281	281	205	199	166	12	863	42.29
75465	CY032281	281	205	199	166	12	863	42.29
75466	CY032282	727	524	520	419	31	2221	42.28
75467	CY032283	805	504	529	463	32	2333	42.52
75468	CY032283	805	504	529	463	32	2333	42.52
75469	CY032284	792	527	576	406	32	2333	42.09
75470	AF180634	323	223	218	223	14	1001	44.06
75471	EF566296	343	237	212	224	14	1030	42.33
75472	AB221031	319	225	198	208	13	963	42.16
75473	AB221032	320	225	197	208	13	963	42.06
75474	AB221033	320	223	197	210	13	963	42.26
75475	AB221034	321	222	195	212	13	963	42.26
75476	AB221035	329	229	205	216	13	992	42.44
75477	EF566029	317	216	202	208	13	956	42.89
75478	EF566023	316	211	204	204	13	948	43.04
75479	EU311401	103	65	61	65	4	298	42.28
75480	AY210116	435	365	343	267	20	1430	42.66
75481	AY210209	488	318	395	296	21	1518	45.52
75482	AY210242	274	238	263	207	14	996	47.19
75483	AY210242	274	238	263	207	14	996	47.19
75484	AY210288	271	201	201	165	11	849	43.11
75485	AY210288	271	201	201	165	11	849	43.11
75486	GU112214	462	370	328	253	20	1433	40.54
75487	HM144131	583	420	389	314	24	1730	40.64
75488	EU311409	175	126	123	111	7	542	43.17
75489	HM346545	153	103	101	98	6	461	43.17
75490	HM346559	78	49	46	54	3	230	43.48
75491	EU311404	101	67	65	63	4	300	42.67
75492	EU311405	100	68	66	62	4	300	42.67
75493	HM346560	78	49	46	54	3	230	43.48
75494	GU112222	458	377	329	249	20	1433	40.33
75495	HM144132	571	412	398	325	24	1730	41.79
75496	EU311406	98	68	64	65	6	300	43.00
75497	GU112226	461	369	328	255	20	1433	40.68
75498	HM144133	583	419	389	315	24	1730	40.69
75499	EU311407	101	68	65	62	4	300	42.33
75500	GU112213	455	376	331	251	20	1433	40.61
75501	HM144130	574	414	396	322	24	1730	41.50
75502	HM346544	159	113	107	100	6	485	42.68
75503	EU311410	132	176	113	113	7	541	41.77
75504	HM346546	152	103	98	95	6	454	42.51
75505	HM346547	151	104	98	96	6	455	42.64
75506	GU112228	459	368	332	254	20	1433	40.89
75507	HM144134	591	417	383	315	24	1730	40.35
75508	HM346548	161	115	109	100	6	491	42.57
75509	HM346549	151	103	98	96	6	454	42.73
75510	GU112229	460	367	333	253	20	1433	40.89
75511	HM144135	589	419	384	314	24	1730	40.35
75512	HM346550	153	103	100	95	6	457	42.67
75513	GU112230	460	368	331	254	20	1433	40.82
75514	HM144136	592	417	382	315	24	1730	40.29
75515	HM346551	149	101	95	95	6	446	42.60
75516	GU112231	459	378	327	249	20	1433	40.20
75517	HM144137	573	411	396	326	24	1730	41.73
75518	FJ664622	278	240	257	205	13	993	46.53
75519	FJ664622	278	240	257	205	13	993	46.53
75520	FJ769870	433	364	332	268	19	1416	42.37
75521	FJ769885	291	213	194	163	12	873	40.89
75522	FJ769885	291	213	194	163	12	873	40.89
75523	FJ769900	164	103	115	102	6	490	44.29
75524	HM346552	147	100	93	94	6	440	42.50
75525	HM346553	155	109	102	99	6	471	42.68
75526	HM346554	149	104	98	95	12	455	42.42
75527	HM346555	151	104	98	96	6	455	42.64
75528	HM346556	151	101	99	95	6	452	42.92
75529	FJ664625	271	236	255	204	13	979	46.88
75530	FJ664625	271	236	255	204	13	979	46.88
75531	FJ769873	436	371	339	271	20	1437	42.45
75532	FJ769888	291	211	194	164	12	872	41.06
75533	FJ769888	291	211	194	164	12	872	41.06
75534	FJ769903	173	110	126	107	7	523	44.55
75535	AJ457864	326	230	220	212	14	1002	43.11
75536	GU112237	461	369	328	255	20	1433	40.68
75537	HM144138	583	420	388	315	24	1730	40.64
75538	HM346557	159	111	104	99	6	479	42.38
75539	FJ664627	266	230	252	201	13	962	47.09
75540	FJ664627	266	230	252	201	13	962	47.09
75541	FJ769875	426	353	322	261	19	1381	42.22
75542	FJ769890	273	190	188	153	11	815	41.84
75543	FJ769890	273	190	188	153	11	815	41.84
75544	FJ769905	166	106	116	103	7	498	43.98
75545	EU311402	102	66	64	64	4	300	42.67
75546	FJ664629	271	236	255	204	13	979	46.88
75547	FJ664629	271	236	255	204	13	979	46.88
75548	FJ769877	432	361	335	269	19	1416	42.66
75549	FJ769892	290	209	195	163	12	869	41.20
75550	FJ769892	290	209	195	163	12	869	41.20
75551	FJ769907	174	111	123	107	7	522	44.06
75552	FJ664630	271	236	255	204	13	979	46.88
75553	FJ664630	271	236	255	204	13	979	46.88
75554	FJ769878	442	369	335	274	20	1440	42.29
75555	FJ769893	291	211	194	164	12	872	41.06
75556	FJ769893	291	211	194	164	12	872	41.06
75557	GU112239	455	376	332	250	20	1433	40.61
75558	HM144110	573	415	396	321	24	1729	41.47
75559	EU311408	178	125	122	110	7	542	42.80
75560	HM346558	152	104	99	94	6	455	42.42
75561	FJ664632	278	240	257	205	13	993	46.53
75562	FJ664632	278	240	257	205	13	993	46.53
75563	FJ769880	440	372	339	275	20	1446	42.46
75564	FJ769895	290	211	195	164	12	872	41.17
75565	FJ769895	290	211	195	164	12	872	41.17
75566	FJ769910	172	111	124	107	7	521	44.34
75567	FJ664621	280	238	259	207	14	998	46.69
75568	FJ664621	280	238	259	207	14	998	46.69
75569	FJ769869	438	365	334	272	20	1429	42.41
75570	FJ769884	278	191	191	155	11	826	41.89
75571	FJ769884	278	191	191	155	11	826	41.89
75572	FJ769899	166	104	115	103	6	494	44.13
75573	EF566081	333	226	215	222	14	1010	43.27
75574	EU311403	102	66	64	63	6	300	42.33
75575	EU199310	384	275	272	246	16	1193	43.42
75576	EU199385	459	376	327	251	20	1433	40.33
75577	EU716435	576	411	376	338	24	1725	41.39
75578	GQ369894	275	240	261	206	14	996	46.89
75579	GQ369894	275	240	261	206	14	996	46.89
75580	GQ475879	579	418	386	312	27	1722	40.53
75581	GQ475880	459	367	332	255	20	1433	40.96
75582	GQ475881	292	238	249	205	14	998	45.49
75583	GQ475881	292	238	249	205	14	998	45.49
75584	EU199305	561	407	390	319	23	1700	41.71
75585	EU779504	575	411	374	338	27	1725	41.28
75586	EU779505	436	366	336	271	21	1430	42.45
75587	GQ369932	277	239	260	206	14	996	46.79
75588	GQ369932	277	239	260	206	14	996	46.79
75589	GQ476084	582	419	383	313	25	1722	40.42
75590	GQ476085	460	369	331	253	20	1433	40.75
75591	GQ476086	292	237	249	206	14	998	45.59
75592	GQ476086	292	237	249	206	14	998	45.59
75593	EU851989	463	370	327	253	20	1433	40.47
75594	GQ475792	582	418	383	313	26	1722	40.42
75595	GQ475793	290	237	250	205	14	996	45.68
75596	GQ475793	290	237	250	205	14	996	45.68
75597	EU199287	379	274	268	243	17	1181	43.27
75598	EU199381	459	377	327	249	21	1433	40.20
75599	EU885518	571	413	375	342	24	1725	41.57
75600	EU885519	439	367	333	270	21	1430	42.17
75601	FJ686924	439	367	332	272	20	1430	42.24
